Coordenada_genetica;Gen;Enfermedad_asociada;Significancia_clinica
Chr12:65110571;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65110577;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65110580;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65110582;GNS;Enfermedad de Sanfilippo;Benign/Likely benign
Chr12:65110583;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65110584;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65110586;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65110586;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65110595;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65110596;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65110597;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65110600;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65110619;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65113785;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65113792;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65113793;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65113804;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65113804;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65113807;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65113811;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65113826;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65113827;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65113828;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65113843;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65113845;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65113847;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65113864;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65113864;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65113866;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65113870;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65113876;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65113891;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65113894;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65113909;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65113911;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65113923;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65113924;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65113929;GNS;Enfermedad de Sanfilippo;Conflicting interpretations of pathogenicity
Chr12:65113930;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65113934;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65113936;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65113941;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65113948;GNS;Enfermedad de Sanfilippo;Conflicting interpretations of pathogenicity
Chr12:65113949;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65113958;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65113964;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65113968;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65113969;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65113971;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65113973;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65113975;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65113978;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65113981;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65115361;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65115367;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65115379 - 65115380;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65115380;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65115393;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65115396;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65115413;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65115414;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65115424;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65115426;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65115441;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65115453;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65115465;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65115467;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65115468;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65115469;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65115471;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65115473;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65115474;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65115477;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65115483;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65115489;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65115491;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65115491;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65115493;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65115494;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65115497;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65115500;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65115501;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65116777;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65116778;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65116784;GNS;Enfermedad de Sanfilippo;Likely pathogenic
Chr12:65116789;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65116792;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65116792;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65116813;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65116827;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65116828;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65116830;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65116832;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65116833;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65116843;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65116845;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65116860;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65116862;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65116863;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65116865;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65116867;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65116867 - 65116868;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65116873;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65116878;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65116879;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65116882;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65116890;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65116893;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65116897;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65116900;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65116902;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65116903 - 65116904;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65116903;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65122722;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65122724;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65122725;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65122728;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65122728;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65122729 - 65122731;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65122729;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65122734;GNS;Enfermedad de Sanfilippo;Likely pathogenic
Chr12:65122735;GNS;Enfermedad de Sanfilippo;Likely pathogenic
Chr12:65122737;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65122739;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65122742;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65122747;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65122757;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65122767;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65122768;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65122770;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65122772;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65122775;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65122776;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65122781;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65122783;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65122784;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65122789;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65122790;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65122793;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65122793;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65122796;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65122797 - 65122798;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65122809;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65122816;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65122822;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65122823;GNS;Enfermedad de Sanfilippo;Benign
Chr12:65122826;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65122831;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65122832;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65122832;GNS;Enfermedad de Sanfilippo;Conflicting interpretations of pathogenicity
Chr12:65122841;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65122841;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65122842;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65122843;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65122847;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65122847;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65122850;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65122854;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65130777;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65130781;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65130791;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65130793;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65130800;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65130804;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65130811;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65130812;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65130818;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65130819;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65130826;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65130826;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65130834;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65130853;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65130855;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65130856;GNS;Enfermedad de Sanfilippo;Benign/Likely benign
Chr12:65130858;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65130860 - 65130861;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65130863;GNS;Enfermedad de Sanfilippo;Likely pathogenic
Chr12:65130874;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65130891;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65130896;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65130902;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65133141;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65133146;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65133169;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65133175;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65133177;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65133181;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65133187;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65133194;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65133195;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65133205;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65133213;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65133215;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65133216;GNS;Enfermedad de Sanfilippo;Conflicting interpretations of pathogenicity
Chr12:65133229;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65133232;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65133237;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65133239;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65133239;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65133240;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65133244;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65133249;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65133252;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65133259;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65133260;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65133267 - 65133268;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65133269;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65133273;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65133282;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65133284;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65133287;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65133287;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65133292;GNS;Enfermedad de Sanfilippo;Conflicting interpretations of pathogenicity
Chr12:65133296;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65134366;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65134368;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65134370;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65134372;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65134376 - 65134377;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65134377;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65134379;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65134384;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65134385;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65134388;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65134400;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65134402;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65134403;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65134406;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65134411;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65134419 - 65134420;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65134424;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65134433;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65134436;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65134447;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65134449;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65134460;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65134477;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65134483;GNS;Enfermedad de Sanfilippo;Benign
Chr12:65134536;GNS;Enfermedad de Sanfilippo;Benign
Chr12:65136905;GNS;Enfermedad de Sanfilippo;Benign/Likely benign
Chr12:65136909;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65136912;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65136920;GNS;Enfermedad de Sanfilippo;Likely pathogenic
Chr12:65136922;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65136924;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65136926;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65136930;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65136934;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65136943;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65136950;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65136951;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65136953;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65136963;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65136967;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65136969;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65136969;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65136974;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65136990;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65136990;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65136993;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65136993;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65136996;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65136999;GNS;Enfermedad de Sanfilippo;Likely pathogenic
Chr12:65137005;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65137005;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65137006;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65137008;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65137014;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65137015;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65137019;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65137025;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65137026;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65137031;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65137034;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65137037;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65137050;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65137059;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65137060;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65137063;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65137068;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65137073;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65137075;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65137080;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65137080;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65137086;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65137090;GNS;Enfermedad de Sanfilippo;Likely pathogenic
Chr12:65137093;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65137097 - 65137098;GNS;Enfermedad de Sanfilippo;Benign
Chr12:65137101;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65137105;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65137106;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65138569;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65138573;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65138575;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65138579;GNS;Enfermedad de Sanfilippo;Conflicting interpretations of pathogenicity
Chr12:65138580;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65138582;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65138608;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65138608;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65138613;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65138617;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65138628;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65138635;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65138636;GNS;Enfermedad de Sanfilippo;Conflicting interpretations of pathogenicity
Chr12:65138652;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65138652;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65138655;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65138659;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65138661;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65138674;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65138675;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65138676;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65138682;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65138685;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65138687;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65138693;GNS;Enfermedad de Sanfilippo;Benign
Chr12:65138694;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65138698;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65139419;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65139420;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65139423;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65139425;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65139429;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65139439;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65139442;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65139451;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65139454;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65139458;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65139460;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65139466;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65139471;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65139472;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65139478;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65139492;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65139493;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65139496;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65139496;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65139501;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65139502;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65139508;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65141476;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65141478;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65141478;GNS;Enfermedad de Sanfilippo;Benign
Chr12:65141481;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65141482;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65141484;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65141484;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65141490 - 65141491;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65141497;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65141504;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65141505;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65141510;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65141521;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65141536;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65141551;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65141558;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65141560;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65141562;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65141564 - 65141565;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65141565;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65141567;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65141570;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65141572;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65141579;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65141586;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65141588;GNS;Enfermedad de Sanfilippo;Benign
Chr12:65141590;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65141591;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65141592;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65141596;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65141600;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65141612;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65141614;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65141618;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65141626;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65141627;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65141629;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65141630;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65141640;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65141645;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65141651;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65141654;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65141656;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65141664 - 65141665;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65141666;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65141666;GNS;Enfermedad de Sanfilippo;Conflicting interpretations of pathogenicity
Chr12:65141669;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65141672;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65141687;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65141693 - 65141694;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65141696;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65141696;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65141697;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65141704;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65141708;GNS;Enfermedad de Sanfilippo;Benign/Likely benign
Chr12:65141709;GNS;Enfermedad de Sanfilippo;Likely benign
